,ID,Service,Price ($) Per 1 000,Min order,Max order,Description
76,1109,Instagram Likes Middle East [Arab],23.5,50,8000, View Instagram Likes Middle East [Arab] 
77,1110,Instagram Likes [Portugal],23.5,50,8000, View Instagram Likes [Portugal] 
78,1111,Instagram Likes [Russian],23.5,50,8000, View Instagram Likes [Russian] 
79,1112,Instagram Likes [Spain],23.5,50,1000, View Instagram Likes [Spain] 
80,1103,Instagram Likes [Indonesia],23.5,50,8000, View Instagram Likes [Indonesia] 
81,1104,Instagram Likes [Iran],23.5,50,8000, View Instagram Likes [Iran] 
82,1105,Instagram Likes [Italy],23.5,50,8000, View Instagram Likes [Italy] 
83,1106,Instagram Likes [Japan],23.5,50,8000, View Instagram Likes [Japan] 
84,1093,Instagram Likes [Argentina],23.5,50,5000, View Instagram Likes [Argentina] 
85,1100,Instagram Likes [France],23.5,50,10000, View Instagram Likes [France] 
86,1094,Instagram Likes [US] [Real],23.5,100,8000, View Instagram Likes [US] [Real] 
87,1095,Instagram Likes [Australia],23.5,50,5000, View Instagram Likes [Australia] 
88,1096,Instagram Likes [Canada],23.5,50,8000, View Instagram Likes [Canada] 
89,1097,Instagram Likes [Central & South America],23.5,50,5000, View Instagram Likes [Central & South America] 
90,1098,Instagram Likes [Colombia],23.5,50,10000, View Instagram Likes [Colombia] 
91,1099,Instagram Likes [East Asia],23.5,50,10000, View Instagram Likes [East Asia] 
92,1101,Instagram Likes [Germany],23.5,100,2000, View Instagram Likes [Germany] 
93,1102,Instagram Likes [Gulf Area],23.5,50,8000, View Instagram Likes [Gulf Area] 
94,1333,Instagram Views + Impressions [NEW],0.1,500,500000, View Instagram Views + Impressions [NEW] 
95,673,Instagram Views New [HQ],0.08,500,500000, View Instagram Views New [HQ] 
96,1332,Instagram Views [Recommended],0.09,1000,1000000, View Instagram Views [Recommended] 
97,1338,Instagram Views Slow [Real Organic],0.09,500,100000, View Instagram Views Slow [Real Organic] 
98,1334,IG Views with Impression + Profile Visits,0.12,500,1000000, View IG Views with Impression + Profile Visits 
99,1335,Instagram Views + Impressions,0.1,500,500000, View Instagram Views + Impressions 
100,1330,Instagram Views [Updated],0.12,1000,1000000, View Instagram Views [Updated] 
101,1549,Instagram Views HQ [Trending],0.09,1000,1000000, View Instagram Views HQ [Trending] 
102,1337,Instagram Views [Fast],0.14,500,50000, View Instagram Views [Fast] 
103,1336,IG Views with Impression + Profile Visits [HQ],0.2,500,500000, View IG Views with Impression + Profile Visits [HQ] 
104,1498,Instagram Live Stream Hearts,0.65,200,10000, View Instagram Live Stream Hearts 
105,1496,Instagram Live Stream Views [Instant],4.5,250,1000, View Instagram Live Stream Views [Instant] 
106,1497,Instagram Live Stream Views [New],6,250,1000, View Instagram Live Stream Views [New] 
107,1521,Instagram Comments Emoji [Working],1.8,10,50000, View Instagram Comments Emoji [Working] 
108,1355,Instagram Random Comments [Super Instant],20,20,5000, View Instagram Random Comments [Super Instant] 
109,1542,Instagram Custom Comments [Fast Real],29,5,200, View Instagram Custom Comments [Fast Real] 
110,1520,Instagram Comments [100% Real],40,5,1000, View Instagram Comments [100% Real] 
111,489,Instagram Photo Impression + Location + Explore +Home+PV ?,0.095,100,10000, View Instagram Photo Impression + Location + Explore +Home+PV ? 
112,495,Instagram Views + Impression,0.17,500,1000000, View Instagram Views + Impression 
113,493,Instagram Organic Views + Impressions,0.2,100,1500000, View Instagram Organic Views + Impressions 
114,497,Instagram Saves {Max : 15k},0.57,20,15000, View Instagram Saves {Max : 15k} 
115,491,Instagram  VIDEO Reach ,0.75,100,30000, View Instagram VIDEO Reach 
116,1461,Instagram Profile Visits [HQ],0.8,1000,10000, View Instagram Profile Visits [HQ] 
117,492,Instagram Photo Reach ,0.85,100,30000, View Instagram Photo Reach 
118,494,Instagram Post Impressions,1.8,10,100000, View Instagram Post Impressions 
119,490,Instagram HighLights Views ,2.5,20,20000, View Instagram HighLights Views 
120,1550,Instagram Story Views [Working Always],0.18,100,15000, View Instagram Story Views [Working Always] 
121,1551,Instagram Story Views HQ [INSTANT],0.22,100,50000, View Instagram Story Views HQ [INSTANT] 
122,459,Instagram Saves,0.55,50,15000, View Instagram Saves 
123,278,Instagram Post Impressions,0.7,10,100000, View Instagram Post Impressions 
124,1460,Instagram Highlight Views [HQ],2.4,50,10000, View Instagram Highlight Views [HQ] 
125,1506,Instagram Auto Views & Impression [Read Description],3.6,10000,10000000, View Instagram Auto Views & Impression [Read Description] 
126,1508,Instagram Auto Photo & Impression [Read Description],4.3,5000,10000000, View Instagram Auto Photo & Impression [Read Description] 
127,1505,Instagram Auto Story Views [Read Description],26,1000,10000, View Instagram Auto Story Views [Read Description] 
128,1507,Instagram Auto Saves [Read Description],26,1000,10000, View Instagram Auto Saves [Read Description] 
129,1066,Instagram TV Views,0.08,500,1000000, View Instagram TV Views 
130,662,Auto Instagram Views + Impression {Unlimited Videos 30days},4.5,10000,10000000, View Auto Instagram Views + Impression {Unlimited Videos 30days} 
131,664,Auto Instagram Photo + Impression + All {Unlimited Post 30days},4.5,5000,10000000, View Auto Instagram Photo + Impression + All {Unlimited Post 30days} 
132,661,Auto Instagram Story Views {Unlimited Stories for 30 Days},25,500,10000, View Auto Instagram Story Views {Unlimited Stories for 30 Days} 
133,663,Auto Instagram Saves {Unlimited Posts for 30days},25.5,1000,10000, View Auto Instagram Saves {Unlimited Posts for 30days} 
134,1405,Tiktok Views [Real Profiles],2.9,5000,100000, View Tiktok Views [Real Profiles] 
135,1523,Tik Tok Views [Real],0.04,5000,1000000, View Tik Tok Views [Real] 
136,1524,Tik Tok Views [HQ REAL],0.07,5000,10000000, View Tik Tok Views [HQ REAL] 
137,1378,Tik Tok Views [Premium],0.09,5000,10000000, View Tik Tok Views [Premium] 
138,1449,TikTok Likes HQ [Super Fast],7.5,100,50000, View TikTok Likes HQ [Super Fast] 
139,1472,TikTok Likes HQ [Super Instant],7.5,100,100000, View TikTok Likes HQ [Super Instant] 
140,1473,TikTok Followers HQ Non Drop [Super Instant],7.5,50,40000, View TikTok Followers HQ Non Drop [Super Instant] 
141,1377,Tik Tok Followers [Super Fast] [HQ],8,50,50000, View Tik Tok Followers [Super Fast] [HQ] 
142,1407,Tik Tok Real Followers [30DR],11,100,10000, View Tik Tok Real Followers [30DR] 
143,276,Instagram Live Hearts,0.65,200,10000, View Instagram Live Hearts 
144,1537,Instagram Live Viewers [Instant],4.8,250,1000, View Instagram Live Viewers [Instant] 
145,1538,Instagram Live Viewers [HQ Instant],6,250,1000, View Instagram Live Viewers [HQ Instant] 
146,1423,Facebook Video Views [Retention 25 sec],0.065,100,1000000, View Facebook Video Views [Retention 25 sec] 
147,1424,Facebook Video Views [Retention 50 sec],0.12,100,1000000, View Facebook Video Views [Retention 50 sec] 
148,969,Facebook Video Views Cheap,0.18,200,10000000, View Facebook Video Views Cheap 
149,971,Facebook Video Views [Min 1k],0.18,1000,10000000, View Facebook Video Views [Min 1k] 
150,1425,Facebook Video Views [Retention 65 sec],0.16,100,1000000, View Facebook Video Views [Retention 65 sec] 
151,967,Facebook Video Views,0.25,1000,1000000, View Facebook Video Views 
152,1426,Facebook Video Views [100% Retention],0.27,100,1000000, View Facebook Video Views [100% Retention] 
153,968,Facebook Video Views New,0.3,1000,10000000, View Facebook Video Views New 
154,1406,Facebook Post Likes [Speed] [Non Refill],1.7,25,500, View Facebook Post Likes [Speed] [Non Refill] 
155,1044,Facebook Post Likes [Instant],3.7,50,15000, View Facebook Post Likes [Instant] 
156,966,Facebook Live Stream Views,23,100,1000, View Facebook Live Stream Views 
157,1456,Facebook Page Likes HQ [Non Refill]],5,500,500, View Facebook Page Likes HQ [Non Refill]] 
158,1068,Facebook Page Likes [30DR],13,100,10000, View Facebook Page Likes [30DR] 
159,1455,Facebook Page Likes HQ [10DR],18,100,10000, View Facebook Page Likes HQ [10DR] 
160,1069,Facebook Page Likes [7 Days Refill],17,100,10000, View Facebook Page Likes [7 Days Refill] 
161,1463,Facebook Premium Profile Followers ,5.6,100,3000, View Facebook Premium Profile Followers 
162,300,Facebook Event/Join Confirmed,,25,2000, View Facebook Event/Join Confirmed 
163,767,Twitter Followers ,4.5,50,5000, View Twitter Followers 
164,1374,Twitter Favorites [HQ],6.3,50,100000, View Twitter Favorites [HQ] 
165,1375,Twitter Likes [100% Real],6.5,50,10000, View Twitter Likes [100% Real] 
166,1376,Twitter Retweets [100% Real] ,6.5,40,10000, View Twitter Retweets [100% Real] 
167,1370,Twitter Impression [Cheap],0.9,100,1000000, View Twitter Impression [Cheap] 
168,1372,Twitter Hashtag Clicks [Premium],0.9,100,10000000, View Twitter Hashtag Clicks [Premium] 
169,1373,Twitter Link Clicks [HQ],0.9,100,10000000, View Twitter Link Clicks [HQ] 
170,1371,Twitter Profile Clicks [HQ],0.9,100,10000000, View Twitter Profile Clicks [HQ] 
171,1366,Twitter Video Views [HQ],1.6,100,10000000, View Twitter Video Views [HQ] 
172,1367,Twitter Impression [Premium],1.7,100,1000000, View Twitter Impression [Premium] 
173,1369,Twitter Views [Fast],1.9,100,100000, View Twitter Views [Fast] 
174,1368,Twitter Live Stream Views,8,20,500, View Twitter Live Stream Views 
175,1381,Youtube Subs [30DR] [FAST HQ],13.5,100,8000, View Youtube Subs [30DR] [FAST HQ] 
176,1327,YouTube Subs HQ [30 Days Refill],20,100,5000, View YouTube Subs HQ [30 Days Refill] 
177,1422,YouTube Premium Adword Views,1.2,10000,500000, View YouTube Premium Adword Views 
178,1539,Youtube Views [Fast] [NonDrop] [Best],1.5,1000,1000000, View Youtube Views [Fast] [NonDrop] [Best] 
179,950,Youtube Ranking Views [Instant],1.6,1000,100000000, View Youtube Ranking Views [Instant] 
180,963,YouTube views working [Fast] Lifetime Refill,1.8,1000,100000000, View YouTube views working [Fast] Lifetime Refill 
181,1557,Youtube Views [Super Fast] [Recommended],1.8,1000,20000, View Youtube Views [Super Fast] [Recommended] 
182,947,Youtube Adword Views [Indian],2,5000,100000000, View Youtube Adword Views [Indian] 
183,946,Youtube Real Adword 100% Indian Non Drop,2.1,3000,1000000, View Youtube Real Adword 100% Indian Non Drop 
184,949,YouTube Views Worldwide [Super Instant] ,2.4,1000,1000000, View YouTube Views Worldwide [Super Instant] 
185,945,Youtube Live Stream Views,3.5,5000,5000, View Youtube Live Stream Views 
186,1569,YouTube Watchtime [1000 Hours] [30DR],15,1000,1000, View YouTube Watchtime [1000 Hours] [30DR] 
187,1568,YouTube Watchtime [1000 Hours] [Lifetime],20,1000,1000, View YouTube Watchtime [1000 Hours] [Lifetime] 
188,1571,YouTube Watchtime [2000 Hours] [30DR],27.5,1000,1000, View YouTube Watchtime [2000 Hours] [30DR] 
189,1573,YouTube Watchtime [3000 Hours] [30DR],37,1000,1000, View YouTube Watchtime [3000 Hours] [30DR] 
190,1570,YouTube Watchtime [2000 Hours] [Lifetime],40,1000,1000, View YouTube Watchtime [2000 Hours] [Lifetime] 
191,1575,YouTube Watchtime [4000 Hours] [30DR],48,1000,1000, View YouTube Watchtime [4000 Hours] [30DR] 
192,1572,YouTube Watchtime [3000 Hours] [Lifetime],58.5,1000,1000, View YouTube Watchtime [3000 Hours] [Lifetime] 
193,1574,YouTube Watchtime [4000 Hours] [Lifetime],78,1000,1000, View YouTube Watchtime [4000 Hours] [Lifetime] 
194,1277,Youtube Shares [Fast Start],4,500,10000, View Youtube Shares [Fast Start] 
195,1494,Youtube Likes [Non Refill],5.4,50,300000, View Youtube Likes [Non Refill] 
196,1289,Youtube Likes [Non Refill],8,50,80000, View Youtube Likes [Non Refill] 
197,1281,Youtube Comment Likes,7.5,50,100000, View Youtube Comment Likes 
198,1315, YouTube Video Likes [HQ CHEAP],13,50,8000, View YouTube Video Likes [HQ CHEAP] 
199,1354,Youtube Likes HQ [30 DR],18,50,50000, View Youtube Likes HQ [30 DR] 
200,1495,Youtube Comments [From Real People],25,500,80000, View Youtube Comments [From Real People] 
201,1383,Youtube Likes [Fastest] [30DR],20,100,100000, View Youtube Likes [Fastest] [30DR] 
202,1288,Youtube Likes [Lifetime],28,50,20000, View Youtube Likes [Lifetime] 
203,1500,YouTube Views [Non Refill],0.86,1000,10000000, View YouTube Views [Non Refill] 
204,570,Tumblr 100% Real Follower Max 2K - No Refill ,6,10,2000, View Tumblr 100% Real Follower Max 2K - No Refill 
205,571,Tumblr 100% Real Like Max 2K - No Refill ,6,10,2000, View Tumblr 100% Real Like Max 2K - No Refill 
206,572,Tumblr 100% Real Reblog Max 2K - No Refill,12,10,2000, View Tumblr 100% Real Reblog Max 2K - No Refill 
207,1314,Linkedin Followers,12,100,8000, View Linkedin Followers 
208,1247,Soundcloud Plays,0.8,100,100000, View Soundcloud Plays 
209,1250,Soundcloud Downloads,0.8,1000,100000, View Soundcloud Downloads 
210,1248,Soundcloud Likes,2.6,100,200000, View Soundcloud Likes 
211,1249,Soundcloud Likes,2.6,100,200000, View Soundcloud Likes 
212,1251,Soundcloud Followers,3,100,10000, View Soundcloud Followers 
213,1252,Soundcloud Comments,19,30,5000, View Soundcloud Comments 
214,1584,Telegram Post View [1 Post],0.12,100,30000, View Telegram Post View [1 Post] 
215,1585,Telegram Post Views [5 Posts],0.58,100,30000, View Telegram Post Views [5 Posts] 
216,1586,Telegram Post Views [10 Posts],0.94,100,30000, View Telegram Post Views [10 Posts] 
217,1587,Telegram Post Views [20 Posts],1.85,100,30000, View Telegram Post Views [20 Posts] 
218,1588,Telegram Post Views [50 Posts],1.9,1000,200000, View Telegram Post Views [50 Posts] 
219,1589,Telegram Post Views [100 Posts],2.9,1000,200000, View Telegram Post Views [100 Posts] 
220,1578,Telegram Post View [Instant},0.14,100,200000, View Telegram Post View [Instant} 
221,1582,Telegram Channel Members Cheap [Real],0.9,1000,50000, View Telegram Channel Members Cheap [Real] 
222,1511,Telegram Channel Members [New],1.55,1000,50000, View Telegram Channel Members [New] 
223,1467,Telegram Channel Members [Fast],1.95,500,30000, View Telegram Channel Members [Fast] 
224,1466,Telegram Channel Members [Non Drop Instant],2,1000,200000, View Telegram Channel Members [Non Drop Instant] 
225,1579,Telegram Vote [Fast],6,15,50000, View Telegram Vote [Fast] 
226,71,Google Followers,9,100,10000, View Google Followers 
227,72,Play Store App Rating 5,105,5,50, View Play Store App Rating 5 
228,73,Play Store App Custom Review,105,5,50, View Play Store App Custom Review 
229,74,Pinterest Followers,3.5,30,100000, View Pinterest Followers 
230,75,Pinterest Board Followers,3.5,10,100000, View Pinterest Board Followers 
231,76,Pinterest Likes,3.5,10,100000, View Pinterest Likes 
232,1433,Website Promotion Google Ads,25,1000,1000, View Website Promotion Google Ads 
233,1434,Website Promotion Google Ads,50,1000,1000, View Website Promotion Google Ads 
234,1435,Website Promotion Google Ads,75,1000,1000, View Website Promotion Google Ads 
235,1436,Website Promotion Google Ads,100,1000,1000, View Website Promotion Google Ads 
236,1437,Website Promotion Google Ads,200,1000,1000, View Website Promotion Google Ads 
237,170,Wesite Traffic From FACEBOOK INSTANT,0.8,500,100000, View Wesite Traffic From FACEBOOK INSTANT 
238,173,Wesite Traffic from INSTAGRAM INSTANT,0.8,500,100000, View Wesite Traffic from INSTAGRAM INSTANT 
239,175,Wesite Traffic from NETFLIXCOM INSTANT,0.8,500,100000, View Wesite Traffic from NETFLIXCOM INSTANT 
240,169,Wesite Traffic Direct,0.7,500,100000, View Wesite Traffic Direct 
241,171,Wesite Traffic from TWITTER INSTANT,0.8,500,10000000, View Wesite Traffic from TWITTER INSTANT 
242,172,Wesite Traffic from YOUTUBE INSTANT,0.8,500,1000000, View Wesite Traffic from YOUTUBE INSTANT 
243,174,Wesite Traffic from GOOGLE INSTANT,0.8,500,100000, View Wesite Traffic from GOOGLE INSTANT 
244,184,BookMyShow Intrested Votes,37,500,100000, View BookMyShow Intrested Votes 
245,185,BookMyShow 5 Ratings,71,500,100000, View BookMyShow 5 Ratings 
246,186,BookMyShow Reviews With 5 Ratings,182,25,100000, View BookMyShow Reviews With 5 Ratings 
247,799,Spotify Track Plays Max 10M,1.2,1000,10000000, View Spotify Track Plays Max 10M 
248,814,Spotify Plays [USA][50K Min] [10M] [R∞] ⭐,1.2,50000,10000000, View Spotify Plays [USA][50K Min] [10M] [R∞] ⭐ 
249,800,Spotify Track Plays ,1.2,50000,1000000, View Spotify Track Plays 
250,801,Spotify USA Plays [10M] [R∞] ,1.2,1000,10000000, View Spotify USA Plays [10M] [R∞] 
251,803,Spotify Album Plays [USA] [10M] [R∞] ⭐,1.25,10000,10000000, View Spotify Album Plays [USA] [10M] [R∞] ⭐ 
252,804,Spotify Playlist Plays [USA] [10M] [R∞] ⭐,1.25,20000,10000000, View Spotify Playlist Plays [USA] [10M] [R∞] ⭐ 
253,802,Spotify USA Plays Max 100M,1.25,50000,2147483647, View Spotify USA Plays Max 100M 
254,1222,Spotify Plays New USA [Super Instant],1.6,500,1000000, View Spotify Plays New USA [Super Instant] 
255,1275,Spotify Plays USA [100K Per Day],1.7,100,1000000, View Spotify Plays USA [100K Per Day] 
256,805,Spotify Playlist Plays [1M] ⭐,1.7,1000,1000000, View Spotify Playlist Plays [1M] ⭐ 
257,806,Spotify Plays [300K] [R60] ⭐,1.7,5000,300000, View Spotify Plays [300K] [R60] ⭐ 
258,823,Spotify USA Playlist Plays [1M] ⭐,1.7,1000,1000000, View Spotify USA Playlist Plays [1M] ⭐ 
259,824,Spotify USA Monthly Listeners [100K] ⭐,1.7,20,5000, View Spotify USA Monthly Listeners [100K] ⭐ 
260,819,Spotify USA Followers [100K] ,2,1000,100000, View Spotify USA Followers [100K] 
261,807,Spotify Followers [1M] ⚡️,2.2,1000,1000000, View Spotify Followers [1M] ⚡️ 
262,808,Spotify Followers [USA] [1M] [R∞] ⭐,2.3,1000,1000000, View Spotify Followers [USA] [1M] [R∞] ⭐ 
263,809,Spotify USA Followers [PLAYLIST] [1M] [R∞] ⭐,2.3,1000,1000000, View Spotify USA Followers [PLAYLIST] [1M] [R∞] ⭐ 
264,810,Spotify Premium Plays [USA] [1M] [R∞] ⭐,2.3,10000,1000000, View Spotify Premium Plays [USA] [1M] [R∞] ⭐ 
265,811,Spotify Premium Playlist/Album Plays [USA] [10M] [R∞] ⭐,2.35,10000,10000000, View Spotify Premium Playlist/Album Plays [USA] [10M] [R∞] ⭐ 
266,815,Spotify Followers [1M] ⚡️,3.5,20,1000000, View Spotify Followers [1M] ⚡️ 
267,816,Spotify Followers [PLAYLIST] [1M] ⚡️,3.4,1000,1000000, View Spotify Followers [PLAYLIST] [1M] ⚡️ 
268,820,Spotify CANADA Plays [1M] ⭐,4.1,100,1000000, View Spotify CANADA Plays [1M] ⭐ 
269,821,Spotify FRANCE Plays [1M] ⭐,4.2,100,1000000, View Spotify FRANCE Plays [1M] ⭐ 
270,822,Spotify NETHERLANDS Plays [1M] ⭐,4.2,100,1000000, View Spotify NETHERLANDS Plays [1M] ⭐ 
271,818,Spotify Followers [PLAYLIST] [1M] [R60] ⚡️,5,500,1000000, View Spotify Followers [PLAYLIST] [1M] [R60] ⚡️ 
272,817,Spotify Followers [1M] [R60] ⚡️,5,500,1000000, View Spotify Followers [1M] [R60] ⚡️ 
273,812,Spotify Saves [For Track/Album] [USA] [1M] [R∞] ⭐,10,100,1000000, View Spotify Saves [For Track/Album] [USA] [1M] [R∞] ⭐ 
274,813,Spotify Premium Saves [1M] [USA] [R∞] ⭐,33,500,1000000, View Spotify Premium Saves [1M] [USA] [R∞] ⭐ 
275,1543,Spotify Premium Reproduction/Plays [USA],4.5,1000,100000, View Spotify Premium Reproduction/Plays [USA] 
276,1580,Spotify Premium Playlist Plays [Italian],4.5,1000,100000, View Spotify Premium Playlist Plays [Italian] 
277,1546,Spotify Premium Reproduction/Plays [Italy],4.5,1000,100000, View Spotify Premium Reproduction/Plays [Italy] 
278,1527,Spotify Premium Reproduction/Plays [Mexico],4.5,1000,100000, View Spotify Premium Reproduction/Plays [Mexico] 
279,1528,Spotify Premium Reproduction/Plays [Peru],4.5,1000,100000, View Spotify Premium Reproduction/Plays [Peru] 
280,1529,Spotify Premium Reproduction/Plays [Brazil],4.5,1000,100000, View Spotify Premium Reproduction/Plays [Brazil] 
281,1530,Spotify Premium Reproduction/Plays [Chile],4.5,1000,100000, View Spotify Premium Reproduction/Plays [Chile] 
282,1531,Spotify Premium Reproduction/Plays [Puerto Rico],4.5,1000,100000, View Spotify Premium Reproduction/Plays [Puerto Rico] 
283,1532,Spotify Premium Reproduction/Plays [Ecuador],4.5,1000,100000, View Spotify Premium Reproduction/Plays [Ecuador] 
